Timestamp,Nationality,Age,Marital Status,Number of dependents,What percentage of your income goes to expenses related to your dependents?,Gender,Type of Employment,Are you in the Public or Private Sector?,Highest Educational Level,Which Region of Ghana Are You Based in?,What Industry do you work in?,What is the range of your take-home monthly income including all allowances and side endeavours?,Is your income mainly from a company/business based in Ghana or abroad?,Working arrangement.,How many months' worth of expenses do you have saved up?,Including your retirement benefits but excluding any physical assets? How much do you have saved up?,Do you own a home?,Do you own a car?
11/06/2023 05:54:55,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Male,Unemployed,Private Sector,Graduate,Greater Accra,Personal ,"GH¢1,000 and below",Ghana-Based,Remote working,Zero months,"GH¢10,001 - GH¢29,999",No,Yes
11/06/2023 06:07:47,Ghanaian,26 - 35,Unmarried (never before married),1-3,41% - 50%,Male,Self-Employed,Private Sector,Graduate,Ashanti,Public Transportation,"GH¢1,001 - GH¢2,499",Ghana-Based,Remote working,4 - 7 months,"GH¢10,000 or less",No,Yes
11/06/2023 06:19:49,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes
11/06/2023 06:34:42,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Graduate,Volta,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
11/06/2023 06:39:36,Ghanaian,25 and below,Unmarried (never before married),1-3,31% - 40%,Male,Self-Employed,Private Sector,Senior High School and Below,Ashanti,Betting ,"GH¢1,000 and below",Ghana-Based,Remote working,Zero months,"GH¢10,000 or less",No,No
11/06/2023 07:04:34,Ghanaian,25 and below,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Graduate,Central,Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
11/06/2023 07:04:44,Ghanaian,25 and below,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Graduate,Central,Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
11/06/2023 07:06:16,Ghanaian,25 and below,Unmarried (never before married),None,6-10%,Male,Formally Employed,,Graduate,Greater Accra,Trade in Goods,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,More than 12 months,"GH¢30,000 - GH¢49,999",No,No
11/06/2023 07:11:02,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Graduate,Upper West,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,More than 12 months,"GH¢100,000 - GH¢199,999",No,Yes
11/06/2023 07:18:24,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Public Sector,Graduate,Ahafo,Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,8 - 12 months,"GH¢10,000 or less",No,No
11/06/2023 07:28:44,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Full-time Student,Private Sector,Senior High School and Below,Greater Accra,Technology & Telecommunication,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
11/06/2023 07:53:57,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
11/06/2023 08:08:14,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Legal Services,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,Yes
11/06/2023 08:09:01,Ghanaian,26 - 35,Unmarried (never before married),None,11% - 20%,Male,Unemployed,Public Sector,Graduate,Central,Health,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
11/06/2023 08:21:29,Ghanaian,26 - 35,Married,1-3,21% - 30%,Female,Formally Employed,,Post-Graduate,Greater Accra,Education,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,More than 12 months,"GH¢200,000 - GH¢499,999",Yes,Yes
11/06/2023 08:29:58,Ghanaian,36 - 45,Married,1-3,,Male,Self-Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢50,000 and above",Abroad,Hybrid of on-site & remote working,More than 12 months,"GH¢10,000,000 and above",Yes,Yes
11/06/2023 08:41:42,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Private Sector,Graduate,Ashanti,"Mining, Oil & Gas, Energy","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
11/06/2023 09:12:25,Ghanaian,26 - 35,Married,None,,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢100,000 - GH¢199,999",No,Yes
11/06/2023 09:21:45,Ghanaian,26 - 35,Married,1-3,41% - 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Digitalization industry ,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢100,000 - GH¢199,999",No,Yes
11/06/2023 09:54:40,Ghanaian,26 - 35,Unmarried (never before married),None,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Abroad,Remote working,1 - 3 months,"GH¢10,000 or less",No,No
11/06/2023 10:00:58,Ghanaian,26 - 35,Married,4-7,21% - 30%,Female,Unemployed,,Post-Graduate,Greater Accra,Unemployed,"GH¢1,000 and below",Ghana-Based,Remote working,Zero months,"GH¢10,000 or less",No,No
11/06/2023 10:32:43,Ghanaian,26 - 35,Unmarried (never before married),More than 7,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢1,001 - GH¢2,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
11/06/2023 11:50:54,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,More than 12 months,"GH¢200,000 - GH¢499,999",No,No
11/06/2023 12:10:57,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Education,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,More than 12 months,"GH¢30,000 - GH¢49,999",No,No
11/06/2023 12:34:05,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Education,"GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,Yes
11/06/2023 12:43:31,Ghanaian,36 - 45,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Education,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢100,000 - GH¢199,999",Yes,Yes
11/06/2023 13:08:33,Ghanaian,26 - 35,Unmarried (never before married),1-3,,Female,Full-time Student,Public Sector,Graduate,Ashanti,Sanitation & Public Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
11/06/2023 13:31:01,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
11/06/2023 13:44:52,Ghanaian,26 - 35,Unmarried (never before married),None,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢20,000 - GH¢29,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
11/06/2023 14:46:54,Ghanaian,26 - 35,Married,1-3,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,Yes
11/06/2023 14:56:00,Ghanaian,36 - 45,Married,4-7,More than 50%,Male,Unemployed,Public Sector,Senior High School and Below,Greater Accra,Technology & Telecommunication,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
11/06/2023 15:19:55,Ghanaian,26 - 35,Married,1-3,41% - 50%,Female,Formally Employed,Public Sector,Graduate,Central,Sanitation & Public Health,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
11/06/2023 15:34:44,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Informally Employed,Public Sector,Graduate,Ashanti,agriculture,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,8 - 12 months,"GH¢50,000 - GH¢99,999",No,No
11/06/2023 15:44:30,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
11/06/2023 16:21:34,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢30,000 - GH¢49,999",No,Yes
11/06/2023 18:20:27,Ghanaian,26 - 35,Married,1-3,More than 50%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Abroad,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",Yes,Yes
12/06/2023 00:46:10,Ghanaian,26 - 35,Unmarried (never before married),4-7,More than 50%,Male,Formally Employed,Private Sector,Professional Certification Only,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,Yes
12/06/2023 03:33:35,Ghanaian,25 and below,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 04:05:14,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Legal Services,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 04:59:49,Ghanaian,26 - 35,Unmarried (never before married),1-3,41% - 50%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢30,000 - GH¢49,999",No,No
12/06/2023 06:59:52,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Post-Graduate,Ashanti,Education,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 07:04:34,Ghanaian,36 - 45,Married,4-7,More than 50%,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Forestry,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢50,000 - GH¢99,999",Yes,Yes
12/06/2023 08:05:03,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Male,Formally Employed,Public Sector,Graduate,Volta,Health,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 08:48:00,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Informally Employed,Private Sector,Graduate,Greater Accra,Trade in Goods,"GH¢1,000 and below",Ghana-Based,On-site working,More than 12 months,"GH¢10,000 or less",No,No
12/06/2023 09:00:45,Ghanaian,46 - 59,Married,1-3,More than 50%,Male,Formally Employed,Private Sector,Professional Certification Only,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",Yes,Yes
12/06/2023 09:22:22,Ghanaian,36 - 45,Married,1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢2,500 - GH¢4,999",Abroad,On-site working,1 - 3 months,"GH¢10,000 or less",Yes,No
12/06/2023 09:25:24,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Unemployed,,Graduate,Greater Accra,Legal Services,"GH¢1,000 and below",Abroad,Remote working,4 - 7 months,"GH¢10,000 or less",Yes,Yes
12/06/2023 09:27:53,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Research and Business Development,"GH¢1,001 - GH¢2,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 09:29:19,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Self-Employed,Private Sector,Graduate,Northern,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,4 - 7 months,"GH¢50,000 - GH¢99,999",No,No
12/06/2023 09:31:25,Ghanaian,25 and below,Unmarried (never before married),None,,Male,Informally Employed,Private Sector,Graduate,Greater Accra,Legal Services,"GH¢1,000 and below",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 09:32:24,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢1,000 and below",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 09:33:08,Ghanaian,26 - 35,Married,4-7,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,8 - 12 months,"GH¢30,000 - GH¢49,999",No,Yes
12/06/2023 09:33:33,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 09:34:18,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢3,000,000 - GH¢9,999,999",No,No
12/06/2023 09:34:38,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No
12/06/2023 09:37:04,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Legal Services,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,No
12/06/2023 09:38:43,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 09:39:25,Ghanaian,26 - 35,Unmarried (never before married),4-7,11% - 20%,Male,Informally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 09:41:04,Ghanaian,26 - 35,Married,1-3,41% - 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,Yes
12/06/2023 09:41:45,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,8 - 12 months,"GH¢100,000 - GH¢199,999",No,Yes
12/06/2023 09:42:05,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 09:43:54,Ghanaian,36 - 45,Unmarried (never before married),1-3,11% - 20%,Male,Self-Employed,Private Sector,Graduate,Central,Trade in Goods,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 09:44:15,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,Yes
12/06/2023 09:47:14,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Public Sector,Graduate,Ashanti,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,More than 12 months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 09:48:29,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes
12/06/2023 09:49:02,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Self-Employed,Private Sector,Graduate,Greater Accra,Creative Arts & Entertainment,"GH¢1,000 and below",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,Yes
12/06/2023 09:50:07,Ghanaian,26 - 35,Married,None,5% or less,Male,Formally Employed,Public Sector,Graduate,Western North,Security Services,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,No
12/06/2023 09:51:37,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Female,Informally Employed,Private Sector,Graduate,Greater Accra,Health and safety ,"GH¢1,000 and below",Abroad,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 09:52:22,Ghanaian,25 and below,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,More than 12 months,"GH¢30,000 - GH¢49,999",No,No
12/06/2023 09:53:29,Ghanaian,36 - 45,Married,4-7,31% - 40%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,Yes
12/06/2023 09:57:59,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,No
12/06/2023 09:59:01,Ghanaian,26 - 35,Unmarried (never before married),None,31% - 40%,Male,Formally Employed,Private Sector,Graduate,Northern,Trade in Goods,"GH¢1,000 and below",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
12/06/2023 09:59:05,Ghanaian,26 - 35,Married,1-3,6-10%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,Zero months,"GH¢30,000 - GH¢49,999",No,No
12/06/2023 10:01:15,Ghanaian,36 - 45,"Unmarried (divorced, widowed or separated)",1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Transport, Logistics & Supply Chain Management","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,Zero months,"GH¢200,000 - GH¢499,999",No,Yes
12/06/2023 10:02:21,Ghanaian,26 - 35,Unmarried (never before married),None,,Female,Formally Employed,Private Sector,Graduate,Ashanti,Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,More than 12 months,"GH¢100,000 - GH¢199,999",No,No
12/06/2023 10:04:25,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢100,000 - GH¢199,999",Yes,Yes
12/06/2023 10:04:51,Ghanaian,26 - 35,Married,1-3,11% - 20%,Male,Self-Employed,Private Sector,Graduate,Central,Education,"GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",Yes,No
12/06/2023 10:06:20,Ghanaian,26 - 35,Unmarried (never before married),4-7,6-10%,Male,Informally Employed,Private Sector,Post-Graduate,Greater Accra,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,Remote working,1 - 3 months,"GH¢10,000 or less",Yes,No
12/06/2023 10:07:12,Ghanaian,25 and below,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Abroad,Remote working,1 - 3 months,"GH¢10,000 or less",No,Yes
12/06/2023 10:07:40,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Post-Graduate,Western,"Mining, Oil & Gas, Energy","GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,8 - 12 months,"GH¢100,000 - GH¢199,999",No,No
12/06/2023 10:13:47,Ghanaian,26 - 35,Married,4-7,31% - 40%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢20,000 - GH¢29,999",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢100,000 - GH¢199,999",No,Yes
12/06/2023 10:14:25,Ghanaian,26 - 35,Unmarried (never before married),4-7,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Sports Betting,"GH¢2,500 - GH¢4,999",Abroad,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 10:14:52,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 10:16:17,Ghanaian,36 - 45,Unmarried (never before married),4-7,More than 50%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 10:16:21,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 10:17:19,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Self-Employed,Private Sector,Graduate,Greater Accra,Creative Arts & Entertainment,"GH¢1,001 - GH¢2,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 10:17:46,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Legal Services,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 10:17:58,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Male,Formally Employed,Private Sector,Post-Graduate,Ashanti,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
12/06/2023 10:18:13,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Manufacturing ,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 10:18:46,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Informally Employed,Private Sector,Professional Certification Only,Greater Accra,Creative Arts & Entertainment,"GH¢2,500 - GH¢4,999",Abroad,Remote working,Zero months,"GH¢10,000 or less",No,No
12/06/2023 10:19:38,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No
12/06/2023 10:21:20,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,No
12/06/2023 10:21:59,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Graduate,Eastern Region,Legal Services,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,Yes
12/06/2023 10:22:23,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,Yes
12/06/2023 10:23:15,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢30,000 - GH¢49,999",Abroad,Remote working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No
12/06/2023 10:24:20,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢30,000 - GH¢49,999",Abroad,Remote working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No
12/06/2023 10:24:34,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
