timestamp,nationality,age,marital_status,number_of_dependents,what_percentage_of_your_income_goes_to_expenses_related_to_your_dependents,gender,type_of_employment,are_you_in_the_public_or_private_sector,highest_educational_level,which_region_of_ghana_are_you_based_in,what_industry_do_you_work_in,monthly_income,is_your_income_mainly_from_a_company_business_based_in_ghana_or_abroad,working_arrangement,months_spending_saved,amount_saved,do_you_own_a_home,do_you_own_a_car,survey,how_long_have_you_been_working_for,which_currency_do_you_primarily_earn_in,monthly_income_group,amount_saved_group
2024-05-22T06:30:32Z,Ghanaian,26 - 35,Unmarried (never before married),None,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,8 - 12 months,"GH¢10,001 - GH¢29,999",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2024-05-22T06:34:55Z,Ghanaian,26 - 35,Married,1-3,41% - 50%,Male,Self-Employed,Private Sector,Post-Graduate,Northern,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,Yes,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T06:35:20Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Government & Politics,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,More than 12 months,"GH¢1,000,000 - GH¢2,999,999",No,Yes,GESS 2,13 - 20 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢200,000 and above"
2024-05-22T06:39:50Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Female,Formally Employed,Private Sector,Graduate,Ashanti,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T06:40:16Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Ashanti,"Financial Services, Management Consulting, Audit & Assurance","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢30,000 - GH¢49,999"
2024-05-22T06:40:21Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Male,Informally Employed,Private Sector,Post-Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T06:41:02Z,Ghanaian,25 and below,Unmarried (never before married),1-3,More than 50%,Male,Informally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,Less than a Year,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T06:43:41Z,Ghanaian,36 - 45,Married,1-3,More than 50%,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Government & Politics,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",Yes,No,GESS 2,13 - 20 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2024-05-22T06:52:21Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2024-05-22T06:54:14Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢15,000 - GH¢19,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 2,4 - 7 Years,US Dollars (US$),"GH¢10,000 - GH¢19,999","GH¢10,001 - GH¢29,999"
2024-05-22T06:56:03Z,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Formally Employed,Public Sector,Graduate,Volta,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T06:57:45Z,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,1 - 3 months,"GH¢500,000 - GH¢999,999",No,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢200,000 and above"
2024-05-22T06:58:50Z,Ghanaian,25 and below,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T07:05:06Z,Ghanaian,26 - 35,Married,1-3,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢30,000 - GH¢49,999",Abroad,Hybrid of on-site & remote working,More than 12 months,"GH¢200,000 - GH¢499,999",Yes,Yes,GESS 2,8 - 12 Years,US Dollars (US$),"GH¢20,000 and above","GH¢200,000 and above"
2024-05-22T07:06:27Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Male,Informally Employed,Private Sector,Graduate,Ashanti,Health,"GH¢1,000 and below",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T07:09:39Z,Ghanaian,26 - 35,Unmarried (never before married),None,11% - 20%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,Yes,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2024-05-22T07:11:30Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Research,"GH¢1,001 - GH¢2,499",Ghana-Based,Remote working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T07:19:19Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,More than 50%,Female,Formally Employed,Public Sector,Graduate,Ashanti,Education,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T07:20:34Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,More than 50%,Female,Formally Employed,Private Sector,Graduate,Western,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢30,000 - GH¢49,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢30,000 - GH¢49,999"
2024-05-22T07:23:22Z,Ghanaian,26 - 35,Married,1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢50,000 and above",Ghana-Based,On-site working,More than 12 months,"GH¢200,000 - GH¢499,999",Yes,Yes,GESS 2,8 - 12 Years,US Dollars (US$),"GH¢20,000 and above","GH¢200,000 and above"
2024-05-22T07:24:15Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Western,"Mining, Oil & Gas, Energy","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2024-05-22T07:28:04Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢30,000 - GH¢49,999",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢30,000 - GH¢49,999"
2024-05-22T07:31:09Z,Ghanaian,26 - 35,Married,1-3,21% - 30%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Education,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,Zero months,"GH¢100,000 - GH¢199,999",Yes,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2024-05-22T07:31:33Z,Ghanaian,26 - 35,Married,4-7,41% - 50%,Male,Formally Employed,Public Sector,Graduate,Western,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,Yes,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2024-05-22T07:36:17Z,Ghanaian,26 - 35,Married,4-7,41% - 50%,Male,Formally Employed,Public Sector,Post-Graduate,Eastern Region,Education,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢50,000 - GH¢99,999"
2024-05-22T07:38:19Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Legal Services,"GH¢10,000 - GH¢14,999",Abroad,Remote working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,US Dollars (US$),"GH¢10,000 - GH¢19,999","GH¢10,000 or less"
2024-05-22T07:41:46Z,Ghanaian,26 - 35,Married,1-3,21% - 30%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Legal Services,"GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,4 - 7 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2024-05-22T07:46:13Z,Ghanaian,26 - 35,Married,None,NA,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢20,000 - GH¢29,999",Abroad,Hybrid of on-site & remote working,More than 12 months,"GH¢200,000 - GH¢499,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢20,000 and above","GH¢200,000 and above"
2024-05-22T07:46:53Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Electrical Engineering,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,8 - 12 months,"GH¢10,001 - GH¢29,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2024-05-22T07:51:09Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Unemployed,Private Sector,Senior High School and Below,Greater Accra,Trade in Goods,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,Less than a Year,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T07:51:48Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢30,000 - GH¢49,999"
2024-05-22T07:52:13Z,Ghanaian,46 - 59,Married,More than 7,11% - 20%,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Government & Politics,"GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,8 - 12 months,"GH¢200,000 - GH¢499,999",Yes,Yes,GESS 2,21 Years and Above,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢200,000 and above"
2024-05-22T07:52:15Z,Ghanaian,36 - 45,Unmarried (never before married),More than 7,41% - 50%,Male,Informally Employed,Public Sector,Post-Graduate,Northern,Education,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",Yes,No,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T07:54:58Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Transport, Logistics & Supply Chain Management","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T07:55:11Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Central,Agriculture,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢30,000 - GH¢49,999"
2024-05-22T07:55:48Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Public Sector,Graduate,Northern,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T07:56:04Z,Ghanaian,36 - 45,Unmarried (never before married),4-7,41% - 50%,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢30,000 - GH¢49,999"
2024-05-22T07:57:23Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Unemployed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T07:58:03Z,Ghanaian,25 and below,Unmarried (never before married),1-3,6-10%,Male,Full-time Student,Private Sector,Post-Graduate,Greater Accra,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T08:01:17Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Self-Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Abroad,Remote working,1 - 3 months,"GH¢100,000 - GH¢199,999",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2024-05-22T08:02:40Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Informally Employed,Private Sector,Senior High School and Below,Western,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T08:03:57Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,"Transport, Logistics & Supply Chain Management","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,Zero months,"GH¢50,000 - GH¢99,999",No,Yes,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢50,000 - GH¢99,999"
2024-05-22T08:05:32Z,Ghanaian,26 - 35,Married,4-7,More than 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,Less than a Year,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T08:06:24Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Health,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,Yes,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢50,000 - GH¢99,999"
2024-05-22T08:06:46Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Informally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,Less than a Year,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T08:07:29Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Full-time Student,NA,Graduate,Ashanti,Health,"GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,Less than a Year,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T08:10:50Z,Ghanaian,26 - 35,Unmarried (never before married),4-7,31% - 40%,Male,Formally Employed,Private Sector,Senior High School and Below,Western,"Mining, Oil & Gas, Energy","GH¢1,000 and below",Abroad,On-site working,More than 12 months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T08:23:06Z,Ghanaian,26 - 35,Unmarried (never before married),None,21% - 30%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,Zero months,"GH¢50,000 - GH¢99,999",No,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢50,000 - GH¢99,999"
2024-05-22T08:23:51Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Female,Informally Employed,Private Sector,Post-Graduate,Greater Accra,Legal Services,"GH¢2,500 - GH¢4,999",Abroad,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T08:24:52Z,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢30,000 - GH¢49,999",Ghana-Based,On-site working,More than 12 months,"GH¢500,000 - GH¢999,999",No,Yes,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"GH¢20,000 and above","GH¢200,000 and above"
2024-05-22T08:29:06Z,Ghanaian,26 - 35,Married,4-7,More than 50%,Female,Formally Employed,Public Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,1 - 3 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2024-05-22T08:32:04Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,001 - GH¢29,999",No,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2024-05-22T08:34:48Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2024-05-22T08:39:19Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,31% - 40%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢1,001 - GH¢2,499",Abroad,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T08:40:53Z,Ghanaian,25 and below,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢30,000 - GH¢49,999",Yes,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢30,000 - GH¢49,999"
2024-05-22T08:45:45Z,Ghanaian,26 - 35,Married,None,NA,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",Yes,Yes,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢10,001 - GH¢29,999"
2024-05-22T08:47:56Z,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Virtual assistant,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 2,1 - 3 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2024-05-22T08:51:14Z,Ghanaian,36 - 45,Married,1-3,More than 50%,Male,Self-Employed,Private Sector,Professional Certification Only,Central,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Abroad,On-site working,Zero months,"GH¢10,000 or less",Yes,Yes,GESS 2,13 - 20 Years,West African/Central African CFA franc,"GH¢10,000 - GH¢19,999","GH¢10,000 or less"
2024-05-22T09:00:59Z,Ghanaian,26 - 35,Married,1-3,6-10%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,4 - 7 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 2,4 - 7 Years,US Dollars (US$),"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2024-05-22T09:08:19Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T09:08:38Z,Ghanaian,36 - 45,Married,4-7,41% - 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,Zero months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2024-05-22T09:10:06Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Agriculture,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,Zero months,"GH¢200,000 - GH¢499,999",No,Yes,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢200,000 and above"
2024-05-22T09:13:04Z,Ghanaian,26 - 35,Unmarried (never before married),4-7,More than 50%,Male,Formally Employed,Public Sector,Professional Certification Only,Upper East,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,No,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2024-05-22T09:16:25Z,Ghanaian,36 - 45,Married,None,5% or less,Female,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,Zero months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"GH¢5,000 - GH¢9,999","GH¢100,000 - GH¢199,999"
2024-05-22T09:19:02Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Female,Self-Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢7,500 - GH¢9,999",Abroad,Remote working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 2,4 - 7 Years,US Dollars (US$),"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2024-05-22T09:25:25Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,41% - 50%,Non-binary,Formally Employed,Private Sector,Graduate,Greater Accra,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
2024-05-22T09:28:35Z,Ghanaian,26 - 35,Married,1-3,31% - 40%,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,4 - 7 months,"GH¢50,000 - GH¢99,999",No,Yes,GESS 2,8 - 12 Years,Ghana Cedis (GHS),"GH¢10,000 - GH¢19,999","GH¢50,000 - GH¢99,999"
2024-05-22T09:38:05Z,Ghanaian,36 - 45,Married,1-3,31% - 40%,Male,Formally Employed,Private Sector,Graduate,Oti,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 2,4 - 7 Years,Ghana Cedis (GHS),"Less than GH¢5,000","GH¢10,000 or less"
